物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求等级,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,水晶币买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,作用ID1,背包续时油需求个数,装备降级类型
601,炮塔图纸,可以建设炮塔；2000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,1200,,,600,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
602,重型炮塔图纸,可以建设重型炮塔；6000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设重型炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,3600,,,1800,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
603,雷神炮塔图纸,可以建设雷神炮塔；10000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设雷神炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,6000,,,3000,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
604,卫兵兵营图纸,可以建设卫兵兵营；700士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设卫兵兵营，该建筑能训练卫兵协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,420,,,210,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
605,禁卫兵营图纸,可以建设禁卫兵营；900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设禁卫兵营，该建筑能训练禁卫兵协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
606,魔法师塔图纸,可以建设魔法师塔；900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设魔法师塔，该建筑能训练魔法师协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
607,魔导士塔图纸,可以建设魔导士塔；900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设魔导士塔，该建筑能训练魔导士协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
608,火枪手训练场图纸,可以建设火枪手训练场；900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设火枪手训练场，该建筑能训练火枪手协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
609,狙击手训练场图纸,可以建设火枪手训练场；900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设火枪手训练场，该建筑能训练火枪手协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,601,,
610,箭塔图纸,可以建设箭塔，50士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设箭塔。#★  [19:214:3]功效描述：[/][w]物理攻击，可对空对地，杀伤小，范围中，速度快。[/]#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,30,,,15,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
611,炮塔图纸,可以建设炮塔，80士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设炮塔。#★  [19:214:3]功效描述：[/][w]火药攻击，只能对地，杀伤高，范围小，速度快。[/]#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,,,,,0,0,48,,,24,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
612,水晶塔图纸,可以建设水晶塔，100士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设水晶塔。#★  [19:214:3]功效描述：[/]魔法攻击，只能对空，杀伤非常高，范围大，速度快。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,60,,,30,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
613,多重箭塔图纸,可以建设多重箭塔，200士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设多重箭塔。#★  [19:214:3]功效描述：[/]属于箭塔的升级塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,120,,,60,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
614,重型炮塔图纸,可以建设重型炮塔，200士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设重型炮塔。#★  [19:214:3]功效描述：[/]属于炮塔的升级塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,,,,,0,0,120,,,60,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
615,极地水晶塔图纸,可以建设极地水晶塔，200士气购买，建设数量和等级与建设场地有关。,★  使用可以建设极地水晶塔。#★  [19:214:3]功效描述：[/]属于水晶塔的升级塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,120,,,60,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,602,,
616,藏宝图,可以发现宝藏的图纸,★  右键使用,建设图纸,57088,57088,57088,1,2,1,0,0,,0,0,,,,,1500,1500,0,,,0,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,0,,
617,炮塔图纸,可以建设炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,1200,,,600,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
618,重型炮塔图纸,可以建设重型炮塔，6000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设重型炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,,,,,0,0,3600,,,1800,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
619,雷神炮塔图纸,可以建设雷神炮塔，10000士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设雷神炮塔。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,6000,,,3000,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
620,卫兵兵营图纸,可以建设卫兵兵营，700士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设卫兵兵营，该建筑能训练卫兵协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,420,,,210,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
621,禁卫兵营图纸,可以建设禁卫兵营，900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设禁卫兵营，该建筑能训练禁卫兵协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
622,魔法师塔图纸,可以建设魔法师塔，900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设魔法师塔，该建筑能训练魔法师协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
623,魔导士塔图纸,可以建设魔导士塔，900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设魔导士塔，该建筑能训练魔导士协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
624,火枪手训练场图纸,可以建设火枪手训练场，900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设火枪手训练场，该建筑能训练火枪手协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
625,狙击手训练场图纸,可以建设火枪手训练场，900士气购买，建设数量和等级与建设场地有关。,★  右键使用可以建设火枪手训练场，该建筑能训练火枪手协助您战斗。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,540,,,270,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,603,,
626,雕像建设图纸,可以建设雕像；需要1点士气购买；,★  右键使用可以建设雕像。#★  [r]建设数量[/]和[y]等级[/]与[y]建设场地[/]有关，具体建设数量可以通过[19:214:3]建设场地出售图纸的npc查询。[/],建设图纸,57088,57088,57088,1,2,1,0,0,,0,0,,,,,0,0,0,,,0,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,604,,
627,物理血兵营图纸,可以建设物理血兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设物理血兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
628,物理攻兵营图纸,可以建设物理攻兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设物理攻兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
629,魔法兵营图纸,可以建设魔法兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设魔法兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
630,火药兵营图纸,可以建设火药兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设火药兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
631,减速兵营图纸,可以建设减速兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设减速兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
632,加血兵营图纸,可以建设加血兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设加血兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
633,卷风兵营图纸,可以建设卷风兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设卷风兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
634,加攻兵营图纸,可以建设加攻兵营，1200士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设加攻兵营#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,,,,,0,0,1200,,,1200,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
635,物理炮塔图纸,可以建设物理炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以物理炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
636,魔法炮塔图纸,可以建设魔法炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设魔法炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
637,火药炮塔图纸,可以建设火药炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设火药炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
638,减速炮塔图纸,可以建设减速炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设减速炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
639,减攻炮塔图纸,可以建设减攻炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设减攻炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
640,魔群炮塔图纸,可以建设魔群炮塔，2000士气购买，建设数量和等级与建设场地有关。,★  [a]用途：[/]右键使用可以建设魔群炮塔#★  [a]获取：[/]浮空岛建设官#★  [a]说明：[/][255:0:255]建设数量[/]和[255:0:255]等级[/]与[255:0:255]建设场地[/]有关，具体建设数量可以通过[255:0:255]建设场地出售图纸的npc查询[/],建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,,,,,0,0,720,,,720,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,605,,
642,强力箭塔,可以建设强力箭塔,★  [a]用途：[/]右键使用可以建设强力箭塔#★  [a]说明：[/]炮塔功能：射速快，杀伤高，不能对空,建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
643,穿刺箭塔,可以建设穿刺箭塔炮塔,★  [a]用途：[/]右键使用可以建设穿刺箭塔炮塔#★  [a]说明：[/]炮塔功能：攻击一条直线上的目标，最多8个,建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
644,多重散射箭塔,可以建设多重散射箭塔,★  [a]用途：[/]右键使用可以建设多重穿刺物理炮塔#★  [a]说明：[/]炮塔功能：攻击3条直线上的目标，最多3X8=24个,建设图纸,57089,57089,57089,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
645,重型炮塔,可以建设重型炮塔,★  [a]用途：[/]右键使用可以建设重型炮塔#★  [a]说明：[/]炮塔功能：射程远，对空攻击有加成,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
646,溅射炮塔,可以建设溅射炮塔,★  [a]用途：[/]右键使用可以建设溅射炮塔#★  [a]说明：[/]炮塔功能：攻击1-4 个目标,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
647,高爆震荡炮塔,可以建设高爆震荡炮塔,★  [a]用途：[/]右键使用可以建设高爆震荡炮塔#★  [a]说明：[/]炮塔功能：攻击1-8个目标,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
648,水晶魔塔,可以建设水晶魔塔,★  [a]用途：[/]右键使用可以建设水晶魔塔#★  [a]说明：[/]炮塔功能：杀伤高,建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
649,混乱魔塔,可以建设混乱魔塔,★  [a]用途：[/]右键使用可以建设混乱魔塔#★  [a]说明：[/]炮塔功能：攻击3X3范围内的目标,建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
650,高压轰炸魔塔,可以建设高压轰炸魔塔,★  [a]用途：[/]右键使用可以建设高压轰炸魔塔#★  [a]说明：[/]炮塔功能：攻击5X5,建设图纸,57091,57091,57091,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
651,灼热火塔,可以建设灼热火塔,★  [a]用途：[/]右键使用可以建设灼热火塔#★  [a]说明：[/]炮塔功能：较小物理伤害,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
652,怒焰龙息火塔,可以建设怒焰龙息火塔,★  [a]用途：[/]右键使用可以建设怒焰龙息火塔#★  [a]说明：[/]炮塔功能：3X3范围，射程较短,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
653,速效毒塔,可以建设速效毒塔,★  [a]用途：[/]右键使用可以建设速效毒塔#★  [a]说明：[/]炮塔功能：较小火药伤害,建设图纸,57088,57088,57088,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
654,地狱瘴气毒塔,可以建设地狱瘴气毒塔,★  [a]用途：[/]右键使用可以建设地狱瘴气毒塔#★  [a]说明：[/]炮塔功能：3X3范围，射程较短,建设图纸,57088,57088,57088,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
655,寒霜冰塔,可以建设寒霜冰塔,★  [a]用途：[/]右键使用可以建设寒霜冰塔#★  [a]说明：[/]炮塔功能：较小魔法伤害,建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
656,深冬削骨冰塔,可以建设深冬削骨冰塔,★  [a]用途：[/]右键使用可以建设深冬削骨冰塔#★  [a]说明：[/]炮塔功能：3X3范围冰冻，射程较短,建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
657,极地冰塔,可以建设极地冰塔,★  [a]用途：[/]右键使用可以建设极地冰塔#★  [a]说明：[/]炮塔功能：让怪物定身并受到持续伤害,建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
658,灵魂火塔,可以建设灵魂火塔,★  [a]用途：[/]右键使用可以建设灵魂火塔#★  [a]说明：[/]炮塔功能：驱散怪物身上所有有益状态，并带有反隐身效果,建设图纸,57090,57090,57090,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
659,麻痹毒塔,可以建设麻痹毒塔,★  [a]用途：[/]右键使用可以建设麻痹毒塔#★  [a]说明：[/]炮塔功能：每次攻击阻止周围的敌军使用技能，攻击速度慢,建设图纸,57088,57088,57088,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
660,至尊神塔,可以建设至尊神塔,★  [a]用途：[/]右键使用可以建设至尊神塔#★  [a]说明：[/]炮塔功能：攻击时有概率让怪物逃跑，攻击速度非常慢,建设图纸,57086,57086,57086,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
661,灭世神塔,可以建设灭世神塔,★  [a]用途：[/]右键使用可以建设灭世神塔#★  [a]说明：[/]炮塔功能：射程max、速度max、威力max,建设图纸,57087,57087,57087,1,2,1,0,0,,0,0,1,,,,0,0,0,,,0,1,1,-1,0,,-1,1,0,,,,,,,,0,,,,,,607,,
662,浮空岛礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a]点金手套100个、配方钥匙50把[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
663,阳光礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a]点金手套300个、重生十字章50个[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
664,绚彩礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a]20格背包1个、背包续时油40[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
665,华贵礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a][特殊]中小型生命药水100、魔盒钥匙100把[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
666,至尊礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a]点金手套1000个、魔盒钥匙100把、配方钥匙100把、聊天石50个[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
667,英雄礼包,右键点击礼包兑换惊喜奖品,★  右键点击礼包兑换[a]劣质宝石合成剂150个、20格背包1个、背包续时油40[/],礼包,57093,57093,57093,1,2,1,0,0,,0,0,1,,,,0,0,0,0,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
